cod,seguradora,roa,roe,giro_ativo,endividamento,endividamento_comp,margem_lucro_bruto,margem_lucro_liquido,imobilizacao_ativo,sinistralidade,taxa_despesas_comercializacao,taxa_despesas_adm,combinado,combinado_ampliado,pmcr,liquidez_geral,liquidez_corrente,beneficiarios,tiquete_medio,ativo_total,ativo_circ,ativo_nao,aplicacoes,conta_corrente_cooperados,contraprestacao_a_receber,contraprestacoes_efetivas1,contraprestacoes_efetivas2,contraprestacoes_liquidas,contribuicao_social,creditos_n_opas,creditos_opas,debitos_diversos,debitos_n_opas,debitos_opas,despesas,despesas_adm,despesas_comercializacao,despesas_de_comercializacao_diferidas,despesas_emp,despesas_financeiras,despesas_patrimoniais,disponível,emprestimos_a_pagar,exigivel_a_longo_prazo,imobilizado,imposto_renda,impostos_diferidos,impostos_participacoes_lucro,intangível,investimentos,neg_recuperacao_outras_despesas_operacionais1,operadoras_pas,outras_despesas,outras_despesas_operacionais1,outras_receitas_operacionais1,outros_creditos_opas1,outros_creditos_opas2,outros_valores_e_bens1,outros_valores_e_bens2,outros_valores_e_bens3,participacoes_resultados,passivo_circ,passivo_nao,passivo_total,patrimonio_liquido,prov_contigencias,prov_opas_lp1,prov_perdas_creditos,prov_tecnicas_opas,provisoes,realizável a longo prazo,receita_adm_pas,receita_sus,receitas,receitas_financeiras,receitas_patrimoniais,resultado_acumulado,sinistros_conhecidos,sinistros_indenizaveis_liquidos,taxas_a_receber,titulos_a_receber,tributos_a_recolher,tributos_diretos_opas,variacao_das_prov_tec,variacao_peona,ativo_nivel,receitas_nivel,despesas_emp_nivel,modalidade
409634,associacao civil pró-saúde dos ser,,,4.081951196298378,0.5444556485075472,0.782905189726709,0.19586909787014983,,0.22396917181995685,0.8041309021298502,,0.13161701749846083,,,18.524679351231587,1.8366968966915547,1.4253334138552625,900,7212.835022222222,1.59,1.23,0.36,0.66,,0.33,6.49,0.0,6.49,,0.0,0.33,0.01,,0.0,6.13,0.85,,,0.1,0.04,0.0,0.24,0.0,0.0,0.34,,,,0.0,0.02,,,0.0,,0.0,0.0,,0.0,0.0,,,0.87,0.0,1.11,0.24,,0.0,0.02,0.82,,0.0,0.0,0.0,6.62,0.0,0.12,,5.21,5.22,,0.0,0.03,0.0,,0.01,n2,n3,n1,Medicina de Grupo
410047,saude - sistema assistencial unifi,0.04318127235844647,0.18663292152007172,2.3929484060360737,0.5968088996083453,0.5929240239587642,,0.018045216624614308,0.5744328903566166,0.8449019585368568,0.0350665361512371,0.12240021685774366,1.0023687115458375,,23.156190742979952,1.675578230579752,0.7177430706922749,30872,1677.999919992226,21.65,9.21,12.44,3.85,,2.81,52.05,-0.24,52.05,0.0,,3.33,0.47,,0.09,54.07,6.34,1.82,1.23,1.05,1.25,0.2,0.31,3.18,0.08,0.11,0.0,,0.0,0.19,11.79,,,,0.08,0.15,0.52,,0.43,0.0,,,12.84,3.8,21.65,5.01,0.16,0.08,0.47,7.5,0.32,0.34,,0.32,55.01,,0.77,,43.4,43.77,,0.05,1.28,-0.24,,0.37,n3,n4,n2,Medicina de Grupo
410110,associação policial de assistência,,,,,0.36163975174270524,,,0.36911329147997973,,,,,,,,1.858726904302041,10692,,20.46,12.91,7.55,5.95,,4.3,25.73,,25.73,,1.78,4.5,1.78,,,37.38,12.37,,,3.86,0.12,,0.24,0.0,,7.19,,,,0.14,,,0.0,2.84,,4.13,0.2,,0.44,0.0,,,6.94,0.0,19.2,12.26,0.01,,,4.86,,0.22,,6.98,38.64,,0.77,,21.83,22.04,,0.0,0.3,,,0.21,n3,n4,n3,Autogestão
410128,associação policial de assistência,,,,,0.23863145221570492,,,0.15989555420102866,,,,,,,,3.5205101339264364,7033,,16.22,13.62,2.59,6.68,,3.01,18.5,,18.5,,0.13,5.4,0.39,0.13,0.01,21.5,4.19,,,0.75,0.02,,0.62,,,2.59,,,,0.0,,,,,1.13,,2.4,,0.79,0.01,,,3.87,0.1,16.22,12.24,,,,3.19,,,,3.86,23.55,,1.18,,16.08,16.16,,0.0,0.16,,,0.08,n3,n4,n1,Autogestão
410179,evercross planejamento de assistên,-0.2689235741623912,-0.4120392302673063,1.8319003244598826,,0.3473350244152001,,-0.14680033109425897,0.35377929243111317,0.5873034029620448,0.00980702550866276,0.3032696335387217,0.9003800620094292,,36.19459116962656,,1.8605112129331431,3485,511.26671736011474,0.97,0.63,0.34,0.33,,0.18,1.89,-0.11,1.89,0.02,,0.18,0.0,,0.0,1.65,0.54,0.02,,0.15,0.04,,0.01,,,0.34,0.03,,0.4,,,,,,,,,,0.12,,,0.35,0.34,,0.97,0.63,,,,0.19,,0.0,,,1.78,,0.0,,1.04,1.05,,0.0,0.14,-0.11,,0.01,n1,n2,n1,Medicina de Grupo
410292,fundacao leonor de barros camargo ,,,,,0.15025590675663636,,,0.2999456280983956,,,,,,,,4.659080544736622,22176,,142.58,99.81,42.77,83.16,,4.58,48.9,,48.9,,3.54,4.58,6.24,,2.28,163.02,66.29,0.31,,22.94,0.24,,4.52,0.06,,42.65,,,,,0.01,,,67.25,,,,,4.02,,,,21.42,1.36,142.58,119.8,,,0.08,11.97,,0.11,,104.66,180.49,,21.66,,28.57,28.84,,,0.87,,,0.28,n4,n5,n5,Filantropia
410608,associacao policial de assistencia,,,,,0.1099392620696357,,,0.40888249997979825,,,,,,,,5.45045029770021,4145,,9.55,5.65,3.91,4.62,,0.58,7.23,,7.23,,0.23,0.72,0.12,,0.0,8.81,1.76,,,0.63,0.09,,0.03,,,3.75,,,,,,,,0.04,,0.02,0.14,,0.04,0.01,,,1.04,0.05,9.43,8.34,,,-0.04,0.85,,0.16,,1.06,8.94,,0.57,,6.84,6.96,,,0.07,,,0.13,n2,n3,n1,Autogestão
410624,confiança assistência médico hospi,0.2154030758627094,0.3217303517236844,1.3807735268818166,,0.2380101904139166,,0.15600174226192723,0.42867701473151654,0.6192335563218407,0.009762492135107853,0.20902729887158714,0.8380233473285358,0.8527822149168627,38.39227268096866,,2.4004139666243374,10881,832.1454149434794,6.56,3.75,2.81,2.16,,0.97,9.33,-0.28,9.54,0.0,,0.97,0.1,,0.04,7.97,1.89,0.09,,0.54,0.16,,0.5,,,2.22,0.0,,0.0,,,,,,,0.03,0.0,,0.07,0.0,,,1.56,0.61,6.56,4.39,,,0.22,1.3,,0.59,,,9.38,-0.0,0.3,,5.61,5.61,,0.06,0.13,-0.28,-0.2,,n2,n3,n1,Medicina de Grupo
410632,promed assistência médica ltda    ,0.16774826241130808,0.48421537276986804,3.0007490796617593,,0.6275238495695682,0.19174650252017347,0.05590212908778647,0.07281986843858824,0.8005654814850429,0.013464081463656989,0.10452932682310186,0.9185588897718018,,20.384794886910743,,1.47752174231686,56438,1032.0755558311776,19.41,18.0,1.41,8.79,,3.3,58.76,-0.51,56.02,0.28,,3.3,0.44,0.0,0.0,57.71,6.09,0.78,,0.8,0.82,,0.86,,,1.24,0.46,,0.74,0.15,,,0.0,2.57,-0.2,0.12,0.0,0.0,4.11,0.0,,,12.18,0.51,19.41,6.72,,,1.02,10.45,,0.03,,2.12,61.7,,1.21,,45.27,46.63,,0.93,1.29,-0.51,2.74,1.36,n3,n4,n1,Medicina de Grupo
410888,filosanitas saude ltda            ,0.04437061440330099,0.0916135937867854,1.9697750313538218,,0.3196538653616514,0.16821416666458766,0.022525726896236047,0.18527032798693935,0.7446769761893041,,0.15669201142709552,,,5.731750865370776,,2.5487871735612777,5415,1663.3559944598337,4.57,3.73,0.85,3.08,,0.14,9.52,-0.51,9.52,0.06,,0.14,0.39,,0.01,9.29,1.41,,,0.48,0.08,,0.1,,,0.03,0.13,,0.19,0.0,,,,1.0,,,,,0.13,0.0,,,1.46,0.9,4.57,2.21,,,0.09,0.96,,0.82,,0.21,9.68,,0.46,,6.92,6.71,,0.27,0.1,-0.51,,-0.21,n2,n3,n1,Medicina de Grupo
411248,associação policial de assistência,,,,,0.12108900426672357,,,0.28113592163603146,,,,,,,,5.936658598500998,2089,,6.68,4.8,1.88,3.34,,0.89,4.83,,4.83,,0.05,1.08,0.07,,0.0,5.52,1.11,,,0.34,0.12,,0.27,,,1.3,,,,,,,,0.04,,0.01,0.19,,0.06,0.0,,,0.81,,6.68,5.87,,,0.06,0.71,,0.58,,0.68,6.06,,0.53,,4.16,4.19,,0.0,0.03,,,0.03,n2,n3,n1,Autogestão
411256,plano hospital samaritano ltda    ,0.035348835913346054,0.09111325388350096,3.5388013003593124,,0.5976489678689868,0.1732003905825764,0.009988929276632998,0.36631103178969726,0.7836716155533624,0.03869287986316973,0.08581494750163185,0.908179442918164,,25.32935677592289,,1.0991568735185668,83219,1549.069658851945,36.43,23.08,13.34,12.54,,9.07,132.49,-3.58,132.49,0.17,0.66,9.07,0.97,,1.51,132.19,11.06,4.99,,1.52,2.27,,0.71,0.01,,0.91,0.45,,0.63,0.0,0.03,,,8.17,0.55,0.45,,,0.06,,,0.0,21.0,0.01,35.14,14.13,,,4.12,15.65,0.03,12.41,,2.62,134.1,,2.13,,101.42,101.02,,0.04,2.83,-3.58,,-0.39,n3,n5,n2,Medicina de Grupo
411582,plano de saude ases ltda.         ,0.07895211800752167,0.25991850162092817,2.006056556682008,,0.6396665219375854,0.27833734583894026,0.03935687543032559,0.28061209849125435,0.7272359039494767,0.00426958778153709,0.15674405016969933,0.888249541900713,0.9038006977463963,19.61430653310967,,1.124629595010975,17320,2613.75555369515,22.57,16.23,6.33,10.55,,2.47,46.99,-1.72,46.99,0.23,,2.47,0.22,,0.16,44.77,7.1,0.19,,0.76,0.74,0.06,0.64,0.07,,4.79,0.54,,0.77,0.95,0.01,,,0.01,2.21,0.01,,,,,,,14.44,1.28,22.57,6.85,0.4,,1.14,6.41,1.0,0.59,,0.26,47.33,-0.03,1.82,,32.6,32.92,,2.59,6.58,-1.72,,0.32,n3,n4,n1,Medicina de Grupo
411752,associação assistencial de saúde s,,,2.828606095117957,,0.500998851095437,,,0.033963479181768085,0.9355316974122928,0.0067218556925954884,0.07040450429123875,1.012658057396127,,3.9909175451031706,,1.9282210302598246,47309,3193.741351117124,53.42,51.6,1.81,49.5,,1.67,153.96,-2.87,153.3,,,1.67,1.31,,0.0,157.05,10.64,1.02,,3.33,1.91,,0.38,,,0.85,,,,0.19,,,,,0.01,,,,0.05,,,,26.76,0.18,53.42,26.48,1.15,,0.98,24.77,,0.77,0.06,1.93,159.36,,6.3,,141.35,141.35,,,0.68,-2.87,0.6,,n4,n5,n3,Medicina de Grupo
411809,sociedade de assistência médica - ,,,,,0.1773456978811492,,,0.09295932150863662,,,,,,,,5.114534433754518,2651,,3.23,2.93,0.3,2.84,,,7.21,,7.21,,,0.08,0.07,,,7.99,0.88,,,0.48,0.09,,0.01,,,0.01,,,,0.0,,,,0.01,0.26,0.0,0.07,0.0,0.0,,,,0.57,0.26,3.23,2.39,,,0.04,0.47,,0.29,,,7.62,,0.41,,6.71,6.71,,,0.04,,,,n2,n3,n1,Autogestão
411868,extremamedic planos de saúde ltda ,0.03157662121278258,0.05457921868572394,2.1305416703291664,,0.42145340345368576,0.1652055692709622,0.014820935751941443,0.16285761878427474,0.8311877608804011,,0.15164368946843126,,,23.969177306815688,,1.9863225076736633,4521,1234.6438885202388,2.62,2.19,0.43,1.67,,0.37,5.73,-0.15,5.73,0.01,,0.37,0.04,,,5.68,0.85,,,0.11,0.11,,0.13,,,0.08,0.02,,0.03,,0.35,,,0.02,,0.0,,,0.0,0.0,,,1.1,,2.62,1.52,,,0.06,1.03,,,,-0.0,5.79,,0.18,,4.57,4.64,,0.02,0.04,-0.15,,0.07,n2,n3,n1,Medicina de Grupo
412015,mh vida - operadora de planos de s,-0.04284894423970608,-0.11584140743393255,1.7690113388699558,,0.5107953433744449,,-0.02422197263420481,0.32832438924140256,0.5910130444208758,0.01325282042740085,0.3081510307376794,0.912416895585956,,73.7738012412085,,1.3149603250517838,3972,1441.0162965760323,3.24,2.17,1.06,0.82,,1.17,5.98,-0.26,5.89,0.01,,1.17,0.24,,,6.04,1.76,0.08,,0.42,0.06,,0.09,0.07,,0.73,0.02,,0.02,0.0,0.14,,,,0.73,0.01,,0.0,0.07,,,,1.65,0.39,3.24,1.2,,,0.03,1.27,,0.19,,,5.92,,0.12,,3.38,3.38,,0.02,0.08,-0.26,0.09,0.0,n2,n3,n1,Medicina de Grupo
412058,sbc saúde ltda.                   ,,,3.365947057093745,,0.6209406941204704,,,0.03161472543123072,0.9080602085443271,,0.10624417741903343,,,13.350095910860196,,1.5595455149552337,5414,7020.891636497969,11.29,10.94,0.36,8.21,,1.41,38.22,-0.21,38.22,,,1.41,0.35,,,39.33,4.04,,,0.58,0.1,0.03,1.11,,,0.35,,,,0.0,,,,,0.56,,,,0.1,,,,7.01,,11.29,4.28,,,0.09,6.57,,,,,39.15,,1.13,,34.16,34.52,,0.1,0.09,-0.21,,0.36,n3,n4,n1,Medicina de Grupo
412228,policon assistencia médica ltda - ,0.08208014262895315,0.3188078532550509,1.9089948924845757,,0.5554940762233905,,0.042996522909563704,0.21286242463775693,0.6907695579709384,,0.2266036953292232,,,92.76052434157677,,1.4170044453285902,1809,1938.1653897180763,1.84,1.45,0.39,0.51,,0.9,3.58,-0.08,3.58,0.01,,0.9,0.02,,0.18,3.44,0.79,,,0.23,0.17,,0.01,0.01,,0.38,0.02,,0.03,0.01,,,,,0.05,0.01,,,0.0,,,,1.02,0.34,1.84,0.47,,,-0.0,0.75,0.01,0.01,,,3.62,,0.09,,2.45,2.42,,0.01,0.05,-0.08,,-0.03,n2,n2,n1,Medicina de Grupo
412252,tuiuiu administradores de plano de,0.07891248938060576,0.24443920250885776,2.7266225241578352,,0.6680485918777226,,0.028941479314221998,0.0926654257889697,0.6583228413903197,0.006044952537442314,0.25346891628854384,0.9178367102163059,,37.35731707940612,,1.3581864930823861,11630,1735.4893895098883,7.4,6.72,0.69,4.36,,2.09,21.05,-0.86,21.05,0.09,,2.09,0.3,,,20.06,5.12,0.12,,1.21,0.02,,0.01,,,0.38,0.22,,0.31,0.24,,,,,1.46,0.04,,0.0,0.13,0.03,,,4.95,0.07,7.4,2.39,,,0.05,4.44,,0.06,,,20.95,,0.73,,13.1,13.29,,0.08,0.21,-0.86,,0.19,n2,n4,n2,Medicina de Grupo
412295,caixa de assistência à saude dos e,,,,,0.3244514476708406,,,0.09644026699183933,,,,,,,,3.171612657581645,4692,,22.05,19.92,2.13,13.27,,0.2,26.83,,26.83,,,0.28,0.27,0.14,0.0,25.36,2.11,,,0.18,0.38,,0.03,,,0.01,,,,0.0,,,,0.04,0.06,0.01,0.08,0.0,6.34,,,,6.28,0.04,19.36,13.04,,,1.77,5.84,,2.11,,0.01,28.05,,1.21,,20.86,21.01,,0.0,0.04,,,0.15,n3,n4,n1,Autogestão
412538,unihosp serviços de saúde eireli  ,-0.11955406493900082,-0.48551832628497693,2.7092576909341033,0.7196651108616342,0.7170534066732956,,-0.04412797842710219,0.2220679150860055,0.8791536446888782,0.024363901370691627,0.08210691972542178,0.9856244657849916,,36.529017527393925,1.389535194783486,1.0849011770589583,37672,3504.1923205563817,48.73,37.91,10.82,19.26,,13.39,134.15,-2.14,134.15,0.0,,13.39,1.11,,1.14,144.22,10.84,3.22,,2.99,0.17,,0.01,0.7,0.13,5.33,0.0,-2.78,-2.78,0.02,,,,0.0,1.06,0.02,,,4.46,,,,34.94,1.79,48.73,12.0,,0.13,12.88,29.76,,5.47,,,135.61,,3.28,,118.05,116.06,,0.77,2.23,-2.14,,-1.99,n3,n5,n3,Medicina de Grupo
412635,associação valeparaibana de assist,,,,,0.6066502296617442,,,0.2660043467511379,,,,,,,,1.20991572632903,8111,,10.18,7.47,2.71,5.15,,0.29,29.77,,29.77,,,0.67,0.33,0.0,,34.31,4.38,,,2.11,0.08,,0.06,,,2.67,,,,0.03,,,,,0.01,,0.38,,0.08,0.0,,,6.17,,10.18,4.0,,,0.8,5.68,,,,4.98,35.33,,0.58,,28.79,29.05,,1.5,0.17,,,0.26,n3,n4,n3,Autogestão
412759,terramar administradora de plano d,-0.020567663217709902,-0.043399696967177236,1.6934222124047535,0.4217689601275461,0.3394328108165122,,-0.012145620310780429,0.5444719623985894,0.8156896784237501,0.07104397845220274,0.11376714566724792,1.0005008025432007,,18.564045121531343,2.3709663216980035,1.3149810331718548,26212,1628.2395792003663,25.2,11.48,13.72,8.3,,2.2,43.35,-0.67,43.35,0.04,,2.2,0.36,,0.77,44.3,4.86,3.03,,1.32,1.1,0.05,0.5,0.2,1.9,0.05,0.09,,0.13,0.0,12.93,,,,0.23,,,,0.26,,,,8.73,5.05,25.72,11.94,,1.9,0.23,5.41,0.0,0.74,,,43.92,,1.24,,37.8,34.81,,0.22,1.99,-0.67,0.0,-2.99,n3,n4,n2,Medicina de Grupo
413160,gs plano global de saúde ltda     ,0.07524816561022764,0.2624517668536763,2.544814246002182,0.6645397307000368,0.6592683860526105,,0.029569217371539,0.3741625768109035,0.8298347726812387,0.008621620031283231,0.11146386966498065,0.9499202623775027,,26.309384674044562,1.5048009228080073,0.9492908145289919,13618,3097.5489411073577,16.58,10.37,6.2,4.87,,3.08,43.26,-1.08,43.26,0.2,,3.08,0.08,,0.04,41.24,4.7,0.36,,0.86,0.64,,2.22,0.0,0.09,5.11,0.42,,0.62,,,,,,0.15,,,,0.02,0.0,,,10.93,0.9,16.58,4.75,,0.09,0.38,7.59,0.37,1.1,,,43.11,,0.93,,34.63,35.0,,0.18,2.86,-1.08,,0.37,n3,n4,n1,Medicina de Grupo
413194,santa rita sistema de saude ltda  ,0.1012513834875364,0.13745111126894174,1.4188784217050212,0.26335488292471576,0.20674860991192723,,0.07136015456903336,0.7766780894581495,0.7806777789398761,0.03402355873996155,0.08453624341270351,0.8992375810925411,,9.60000181361602,3.797157618246501,1.0801616061021315,31556,1247.1678742552922,27.74,6.19,21.54,4.28,,1.05,39.58,-0.23,39.58,0.34,,1.05,0.04,,,36.14,3.33,1.34,0.72,0.62,0.01,0.0,0.14,,1.57,16.48,0.59,,0.93,0.01,1.56,,,,0.51,,,,,,,,5.73,1.57,27.74,20.43,,1.57,0.23,4.63,0.93,3.48,,0.0,39.88,,0.52,,30.27,30.72,,0.0,0.13,-0.23,,0.45,n3,n4,n1,Medicina de Grupo
413267,prevent senior corporate operadora,,,1.3575089026461293,,0.306024160283541,,,0.14068027686907988,1.3869504638728993,,0.1163732885521274,,,3.3084871486236094,,2.808012682184091,234,2828.7202564102568,0.49,0.42,0.07,0.23,,0.01,0.67,-0.01,0.67,,,0.01,0.0,,0.0,1.13,0.08,,,,0.06,,0.07,,,,,,,,,,,,0.0,0.0,,0.0,0.05,0.0,,,0.15,0.05,0.49,0.29,,,0.08,0.14,,0.07,,,0.7,,0.04,,0.92,0.92,,0.07,0.0,-0.01,,-0.0,n1,n1,,Medicina de Grupo
413275,clinica são josé saude ltda.      ,0.21585194932645074,0.38261163904960527,2.5283362885542697,,0.41850126968969714,0.25575858095411746,0.08537311682136922,0.03270904538460799,0.7475021499335324,0.017846241486731845,0.08356752200917467,0.848915913429439,,19.434114720337536,,2.31132143358275,45100,2049.1988640798227,36.55,35.36,1.2,19.29,,4.97,94.2,-1.79,94.2,1.19,0.0,4.99,1.18,,1.38,83.27,7.72,1.65,,2.21,1.24,0.72,0.41,,,0.99,3.27,,4.46,0.11,0.0,-0.03,,0.16,1.11,0.04,0.02,,10.63,0.0,,0.0,15.3,0.63,36.55,20.62,,,1.61,11.92,,0.1,,0.46,95.62,,2.67,,68.67,69.08,,0.04,0.82,-1.79,,0.41,n3,n4,n3,Medicina de Grupo
413291,cgo saúde - operadora de planos de,0.0785583104347494,0.27821283805272123,2.586618785226422,0.6677567190932616,0.661119922218195,,0.030371043032486406,0.2077600903961738,0.6050295219841386,0.006071410863618003,0.25402315339777387,0.8651240862455304,,34.43417871208841,1.4975513857170726,1.1983301107395106,14920,1165.4837493297587,6.72,5.33,1.4,3.02,,1.66,17.79,-0.4,17.79,0.04,,1.66,0.26,,,17.22,4.42,0.11,,1.23,0.11,,0.02,0.44,0.04,0.25,0.09,,0.13,0.0,0.97,,,,2.02,0.04,,0.0,0.57,0.02,,,4.44,0.38,6.72,1.9,,0.04,0.04,3.49,,0.17,,0.05,17.87,,0.4,,10.4,10.52,,0.02,0.26,-0.4,,0.12,n2,n4,n2,Medicina de Grupo
413330,amep freguesia operadora de plano ,-0.02439322807815617,-0.0678309326945555,2.7901366109405674,,0.6139651968727553,,-0.008742664420984429,0.2612871122783634,0.8776239057570517,,0.12223047536493656,,,39.86340113361535,,1.2031836519142882,25717,1175.4553400474392,10.83,8.0,2.83,4.53,,3.35,30.77,-0.54,30.77,0.03,,3.35,0.33,,,30.77,3.69,,,0.84,0.05,,0.01,0.49,,2.73,0.07,,0.1,,,,,,0.46,,,,0.05,0.01,,,6.65,0.29,10.83,3.9,,,0.03,5.68,,0.1,,0.03,30.61,,0.35,,26.11,26.53,,0.06,0.15,-0.54,,0.42,n3,n4,n1,Medicina de Grupo
413372,sociedade portuguesa de beneficênc,,,,,0.35500794801690533,,,0.6342251306727986,,,,,,,,1.2550331622376525,6418,,62.4,22.82,39.58,2.92,,1.26,12.92,,12.92,,5.37,1.26,12.67,0.06,,66.61,53.51,0.25,,19.82,1.01,,11.2,1.11,,29.82,,,,0.28,0.0,,,1.04,0.01,0.03,,,2.02,0.0,,,18.19,39.1,51.23,-6.05,,,,3.03,,9.48,,55.6,77.79,,9.24,,10.67,10.79,,0.05,1.31,,,0.12,n4,n4,n5,Filantropia
413518,caixa de assistência do sindfisco ,,,,,0.1520370568397155,,,0.013804629736870562,,,,,,,,6.486546048459897,2166,,8.35,8.23,0.12,5.78,,1.38,13.78,,13.78,,0.02,1.5,0.1,0.01,0.01,14.17,1.87,,,0.71,0.05,,0.31,,,0.11,,,,,,,,0.09,,0.01,0.13,,0.22,0.0,,,1.27,0.02,8.35,7.06,,,,1.05,,0.0,,0.14,14.71,,0.78,,12.16,12.16,,0.39,0.1,,,,n2,n4,n1,Autogestão
413534,caixa de assistencia dos servidore,,,,,0.30873221193507294,,,0.5906575678086373,,,,,,,,1.3258818366431047,212794,,333.68,136.59,197.09,75.98,,42.74,465.11,,465.11,,1.79,44.4,22.18,1.94,,467.6,40.07,,,6.72,3.44,0.21,3.33,4.48,,181.66,,,,0.46,,,,53.83,49.63,0.59,1.66,,7.21,0.07,,,103.02,81.25,333.68,149.41,0.01,,1.89,64.93,0.28,14.97,,27.71,503.19,-1.05,10.82,,314.2,318.52,,3.82,9.21,,,4.31,n4,n5,n4,Autogestão
413551,plamedh - plano de assistência méd,0.10956469897903698,0.20574141891525355,,,0.46746406456850814,,,0.0080132315150347,,,,,,,,2.1220599478606275,2939,,1.93,1.92,0.02,0.72,,0.82,4.16,,4.16,0.0,,0.99,0.03,0.01,0.0,4.58,0.56,,,0.2,0.01,,0.04,,,0.02,0.0,,0.0,0.0,,,,,0.72,,,0.18,0.0,,,,0.9,,1.93,1.03,,,0.1,0.82,0.0,,,0.54,4.8,,0.1,,3.15,3.19,,0.17,0.04,,,0.04,n2,n2,n1,Medicina de Grupo
413721,sociedade beneficente dezoito de j,,,,,0.5925312451240666,,,0.10130935232629941,,,,,,,,1.5166974823167831,5692,,4.99,4.48,0.51,1.85,,2.4,13.07,,13.07,,,2.4,0.29,,0.59,12.7,2.33,0.09,,0.21,0.02,,0.09,0.19,,0.5,,,,,,,,,,0.14,,,0.11,,,,2.95,0.35,4.99,1.68,,,0.06,1.84,,0.0,,0.09,13.48,,0.16,,10.04,10.21,,0.04,0.04,,,0.17,n2,n4,n1,Medicina de Grupo
413755,econlife saude ltda               ,,,0.24418474956661135,,0.4085840370729229,,,0.24582135805384772,0.21883242729540803,,0.6289265056546124,,,290.19264858053657,,1.900651085115505,44,13178.88340909091,2.37,1.79,0.58,0.16,,0.47,0.61,-0.03,0.61,,0.0,0.47,0.06,,,0.52,0.36,,,0.1,0.03,,0.02,0.03,,0.57,,,,0.0,,,0.0,,,,,,0.97,0.0,,,0.94,0.06,2.31,1.3,,,,0.1,,0.01,,,0.59,,0.01,,0.13,0.13,,0.17,0.76,-0.03,,0.0,n2,n1,n1,Medicina de Grupo
414026,caixa beneficente dos funcionários,,,,,0.07911173359640848,,,0.019725371238646913,,,,,,,,12.391014381788946,2026,,10.69,10.48,0.21,9.79,,0.42,3.29,,3.29,,,0.42,0.18,,,5.94,2.08,,,0.64,0.21,0.0,0.04,,,0.12,,,,0.06,0.03,,,0.08,,,,,0.21,0.01,,,0.85,0.0,10.69,9.84,,,-0.02,0.59,,0.0,,0.01,4.81,,1.32,,3.55,3.6,,,0.08,,,0.05,n3,n2,n1,Autogestão
414131,rn metropolitan ltda              ,0.050838937012146514,0.19690373862514826,2.4139305626737273,0.6383864667542435,0.6706988730501753,0.24561705464904893,0.021060645984711378,0.2172530719921496,0.7648537297162958,0.012977585657205417,0.16397634135631728,0.9418076567298186,,57.075174960504334,1.5664492467772897,1.229571763336267,49493,2141.1301042571677,43.9,34.36,9.54,14.01,,16.46,108.43,-2.46,108.43,0.3,0.0,16.8,2.0,,0.0,108.43,17.38,1.38,,5.51,2.12,,0.11,8.25,0.08,5.25,0.81,,1.11,0.06,,,,0.02,5.96,0.0,0.34,,1.43,0.01,,,27.95,2.39,41.67,11.33,,0.08,0.53,16.24,0.03,4.22,,1.13,111.78,,4.67,,81.04,81.05,,2.0,1.43,-2.46,,0.01,n3,n5,n4,Medicina de Grupo
414212,associação policial de assistência,,,,,0.18930695554028082,,,0.18246032924542918,,,,,,,,3.8061593379134235,4275,,9.25,7.56,1.69,5.44,,1.39,13.29,,13.28,,0.15,1.9,0.08,,,17.28,1.17,,,0.4,0.26,,0.03,,,0.22,,,,,0.01,,,,0.24,,0.51,,0.05,0.0,,,1.99,,10.5,8.51,,,,1.88,,1.46,0.0,2.04,16.03,,0.7,,15.35,15.61,,,0.03,,,0.25,n2,n4,n1,Autogestão
414298,ecole serviços médicos ltda       ,0.045375590201164176,0.1636359701453993,2.3599718446296225,0.7161602387211914,0.6100885461221922,,0.01922717438533064,0.24250115875004388,0.8297437995933213,0.0322473134627974,0.11235844353982866,0.9743495565959472,,31.16390547461527,1.3963355488509752,1.2416211483803858,47938,1284.2187832199925,26.09,19.76,6.33,13.31,,5.33,63.19,-1.63,63.19,0.1,,5.33,0.49,,0.04,62.28,6.92,1.99,,1.77,0.11,,0.49,,2.77,0.09,0.24,,0.34,0.66,,,,,2.19,,,,0.1,,,,15.91,2.94,26.09,7.23,,2.77,,15.12,0.0,5.57,,,63.8,,2.24,,50.07,51.08,,0.52,0.26,-1.63,,1.01,n3,n4,n2,Medicina de Grupo
414310,saúde brb - caixa de assistência  ,,,,,0.08872191318080475,,,0.2385428512710871,,,,,,,,8.582514977750238,9908,,100.26,76.35,23.92,72.88,,0.1,43.49,,43.49,,1.78,0.25,1.55,0.81,0.03,56.98,8.81,,,2.79,0.01,0.0,0.0,,,0.32,,,,0.03,,,,0.58,0.6,2.97,0.14,0.0,1.41,0.0,,,8.9,0.67,100.26,90.7,,,0.16,6.2,,23.57,,12.2,70.37,,11.71,,46.04,46.82,,0.02,0.3,,,0.78,n4,n4,n3,Autogestão
