,dia,horario,transacao,item,valor
12/03/2017 12:21:11,domingo,12:21:11,8015,Pastry,3.0
12/03/2017 12:21:11,domingo,12:21:11,8015,Scone,2.5
12/03/2017 12:21:11,domingo,12:21:11,8015,Coffee,1.5
12/03/2017 12:21:11,domingo,12:21:11,8015,Tea,1.5
12/03/2017 12:32:01,domingo,12:32:01,8016,Coffee,1.5
12/03/2017 12:32:01,domingo,12:32:01,8016,Pastry,3.0
12/03/2017 12:33:04,domingo,12:33:04,8017,Baguette,3.0
12/03/2017 12:34:03,domingo,12:34:03,8018,Cookies,1.5
12/03/2017 12:34:03,domingo,12:34:03,8018,Coffee,1.5
12/03/2017 12:35:15,domingo,12:35:15,8019,Coffee,1.5
12/03/2017 12:48:22,domingo,12:48:22,8020,Coffee,1.5
12/03/2017 12:49:05,domingo,12:49:05,8021,Bread,2.0
12/03/2017 13:03:09,domingo,13:03:09,8022,Coffee,1.5
12/03/2017 13:03:09,domingo,13:03:09,8022,Truffles,3.6
12/03/2017 13:03:09,domingo,13:03:09,8022,Juice,3.75
12/03/2017 13:12:47,domingo,13:12:47,8023,Coffee,1.5
12/03/2017 13:16:18,domingo,13:16:18,8024,Coffee,1.5
12/03/2017 13:18:27,domingo,13:18:27,8025,Smoothies,5.0
12/03/2017 13:18:27,domingo,13:18:27,8025,Spanish Brunch,12.5
12/03/2017 13:25:01,domingo,13:25:01,8026,Coffee,1.5
12/03/2017 13:25:01,domingo,13:25:01,8026,Juice,3.75
12/03/2017 13:25:01,domingo,13:25:01,8026,Toast,3.7
12/03/2017 13:25:01,domingo,13:25:01,8026,Muffin,1.75
12/03/2017 13:44:57,domingo,13:44:57,8027,Bread,2.0
12/03/2017 13:49:15,domingo,13:49:15,8028,The Nomad,5.4
12/03/2017 13:49:15,domingo,13:49:15,8028,Coffee,1.5
12/03/2017 13:51:47,domingo,13:51:47,8029,Hot chocolate,2.5
12/03/2017 13:54:10,domingo,13:54:10,8030,Bread,2.0
12/03/2017 13:54:10,domingo,13:54:10,8030,Spanish Brunch,12.5
12/03/2017 13:55:17,domingo,13:55:17,8031,Tea,1.5
12/03/2017 13:55:17,domingo,13:55:17,8031,Spanish Brunch,12.5
12/03/2017 13:56:32,domingo,13:56:32,8032,Coffee,1.5
12/03/2017 13:56:32,domingo,13:56:32,8032,Smoothies,5.0
12/03/2017 13:56:32,domingo,13:56:32,8032,Cookies,1.5
12/03/2017 13:56:32,domingo,13:56:32,8032,Medialuna,3.0
12/03/2017 13:56:32,domingo,13:56:32,8032,Scone,2.5
12/03/2017 13:58:29,domingo,13:58:29,8033,Half slice Monster ,7.0
12/03/2017 13:58:29,domingo,13:58:29,8033,Tiffin,3.4
12/03/2017 13:58:29,domingo,13:58:29,8033,Coffee,1.5
12/03/2017 13:58:29,domingo,13:58:29,8033,Juice,3.75
12/03/2017 13:59:59,domingo,13:59:59,8034,Baguette,3.0
12/03/2017 14:08:26,domingo,14:08:26,8035,Coffee,1.5
12/03/2017 14:08:26,domingo,14:08:26,8035,Coke,1.25
12/03/2017 14:08:26,domingo,14:08:26,8035,Tea,1.5
12/03/2017 14:08:26,domingo,14:08:26,8035,Sandwich,6.0
12/03/2017 14:08:26,domingo,14:08:26,8035,Spanish Brunch,12.5
12/03/2017 14:14:33,domingo,14:14:33,8036,Bread,2.0
12/03/2017 14:17:11,domingo,14:17:11,8037,Hot chocolate,2.5
12/03/2017 14:17:11,domingo,14:17:11,8037,Coffee,1.5
12/03/2017 14:17:11,domingo,14:17:11,8037,Cookies,1.5
12/03/2017 14:18:30,domingo,14:18:30,8038,Soup,4.0
12/03/2017 14:18:30,domingo,14:18:30,8038,Coffee,1.5
12/03/2017 14:18:30,domingo,14:18:30,8038,Cake,4.0
12/03/2017 14:28:36,domingo,14:28:36,8039,Bread,2.0
12/03/2017 14:30:12,domingo,14:30:12,8040,Coffee,1.5
12/03/2017 14:32:26,domingo,14:32:26,8041,Bread,2.0
12/03/2017 14:32:26,domingo,14:32:26,8041,Mineral water,1.25
12/03/2017 14:32:26,domingo,14:32:26,8041,Drinking chocolate spoons ,2.8
12/03/2017 14:32:26,domingo,14:32:26,8041,Coffee,1.5
12/03/2017 14:33:44,domingo,14:33:44,8042,Hot chocolate,2.5
12/03/2017 14:43:23,domingo,14:43:23,8043,Tea,1.5
12/03/2017 14:43:23,domingo,14:43:23,8043,Tea,1.5
12/03/2017 14:43:23,domingo,14:43:23,8043,Cake,4.0
12/03/2017 14:46:46,domingo,14:46:46,8044,Tea,1.5
12/03/2017 14:46:46,domingo,14:46:46,8044,Coffee,1.5
12/03/2017 14:46:46,domingo,14:46:46,8044,Cake,4.0
12/03/2017 14:46:46,domingo,14:46:46,8044,Jammie Dodgers,1.4
12/03/2017 15:00:54,domingo,15:00:54,8045,Medialuna,3.0
12/03/2017 15:01:14,domingo,15:01:14,8046,Scone,2.5
12/03/2017 15:10:41,domingo,15:10:41,8047,Hot chocolate,2.5
12/03/2017 15:10:41,domingo,15:10:41,8047,Cake,4.0
12/03/2017 15:14:32,domingo,15:14:32,8048,Medialuna,3.0
12/03/2017 15:14:32,domingo,15:14:32,8048,Muffin,1.75
12/03/2017 15:14:32,domingo,15:14:32,8048,Spanish Brunch,12.5
12/03/2017 15:14:32,domingo,15:14:32,8048,Chicken Stew,7.4
12/03/2017 15:14:32,domingo,15:14:32,8048,Coffee,1.5
12/03/2017 15:15:28,domingo,15:15:28,8049,Farm House,2.0
12/03/2017 15:16:19,domingo,15:16:19,8050,Coffee,1.5
12/03/2017 15:16:19,domingo,15:16:19,8050,Cake,4.0
12/03/2017 15:22:12,domingo,15:22:12,8051,Cake,4.0
12/03/2017 15:22:12,domingo,15:22:12,8051,Cookies,1.5
12/03/2017 15:22:12,domingo,15:22:12,8051,Tea,1.5
12/03/2017 15:22:12,domingo,15:22:12,8051,Coffee,1.5
12/03/2017 15:22:12,domingo,15:22:12,8051,Sandwich,6.0
12/03/2017 15:22:12,domingo,15:22:12,8051,Soup,4.0
12/03/2017 15:25:32,domingo,15:25:32,8052,Coffee,1.5
12/03/2017 15:25:32,domingo,15:25:32,8052,Cookies,1.5
12/03/2017 15:38:22,domingo,15:38:22,8053,Bread,2.0
12/03/2017 15:38:22,domingo,15:38:22,8053,Cake,4.0
12/03/2017 15:45:06,domingo,15:45:06,8054,Coffee,1.5
12/03/2017 15:45:06,domingo,15:45:06,8054,Coffee,1.5
12/03/2017 15:45:06,domingo,15:45:06,8054,Spanish Brunch,12.5
12/03/2017 15:45:06,domingo,15:45:06,8054,Sandwich,6.0
12/03/2017 15:45:55,domingo,15:45:55,8055,Coffee,1.5
12/03/2017 15:45:55,domingo,15:45:55,8055,Cookies,1.5
12/03/2017 16:28:00,domingo,16:28:00,8056,Bread,2.0
12/03/2017 16:28:00,domingo,16:28:00,8056,Hot chocolate,2.5
12/03/2017 16:28:00,domingo,16:28:00,8056,Sandwich,6.0
12/03/2017 16:28:00,domingo,16:28:00,8056,Chocolates,3.5
13/03/2017 08:21:24,segunda,08:21:24,8057,Pastry,3.0
13/03/2017 08:21:24,segunda,08:21:24,8057,Coffee,1.5
13/03/2017 08:36:43,segunda,08:36:43,8058,Coffee,1.5
13/03/2017 08:36:43,segunda,08:36:43,8058,Jammie Dodgers,1.4
13/03/2017 09:13:42,segunda,09:13:42,8059,Coffee,1.5
13/03/2017 09:16:55,segunda,09:16:55,8060,Cake,4.0
13/03/2017 09:31:19,segunda,09:31:19,8061,Pastry,3.0
13/03/2017 09:31:19,segunda,09:31:19,8061,Bread,2.0
13/03/2017 09:31:19,segunda,09:31:19,8061,Jam,2.0
13/03/2017 10:07:25,segunda,10:07:25,8062,Bread,2.0
13/03/2017 10:15:06,segunda,10:15:06,8063,Tea,1.5
13/03/2017 10:21:50,segunda,10:21:50,8064,Tea,1.5
13/03/2017 10:21:50,segunda,10:21:50,8064,Coffee,1.5
13/03/2017 10:21:50,segunda,10:21:50,8064,Spanish Brunch,12.5
13/03/2017 10:31:52,segunda,10:31:52,8065,Afternoon with the baker,4.5
13/03/2017 10:35:26,segunda,10:35:26,8066,Bread,2.0
13/03/2017 10:56:12,segunda,10:56:12,8067,Coffee,1.5
13/03/2017 10:56:12,segunda,10:56:12,8067,Cookies,1.5
13/03/2017 10:58:58,segunda,10:58:58,8068,Coffee,1.5
13/03/2017 10:58:58,segunda,10:58:58,8068,Tea,1.5
13/03/2017 10:58:58,segunda,10:58:58,8068,Cookies,1.5
13/03/2017 10:58:58,segunda,10:58:58,8068,Cake,4.0
13/03/2017 11:01:08,segunda,11:01:08,8069,Coffee,1.5
13/03/2017 11:01:08,segunda,11:01:08,8069,Coffee,1.5
13/03/2017 11:10:36,segunda,11:10:36,8070,Coffee,1.5
13/03/2017 11:10:36,segunda,11:10:36,8070,Coffee,1.5
13/03/2017 11:26:19,segunda,11:26:19,8071,Coffee,1.5
13/03/2017 11:26:19,segunda,11:26:19,8071,Coffee,1.5
13/03/2017 11:26:19,segunda,11:26:19,8071,Muffin,1.75
13/03/2017 11:30:31,segunda,11:30:31,8072,Bread,2.0
13/03/2017 11:34:04,segunda,11:34:04,8073,Tea,1.5
13/03/2017 11:39:11,segunda,11:39:11,8074,Coffee,1.5
13/03/2017 11:39:11,segunda,11:39:11,8074,Pastry,3.0
13/03/2017 11:39:11,segunda,11:39:11,8074,Pastry,3.0
13/03/2017 11:45:36,segunda,11:45:36,8075,Sandwich,6.0
13/03/2017 11:45:36,segunda,11:45:36,8075,Sandwich,6.0
13/03/2017 11:45:36,segunda,11:45:36,8075,Tea,1.5
13/03/2017 11:45:36,segunda,11:45:36,8075,Coffee,1.5
13/03/2017 11:57:44,segunda,11:57:44,8077,Bread,2.0
13/03/2017 12:03:03,segunda,12:03:03,8078,Tea,1.5
13/03/2017 12:03:03,segunda,12:03:03,8078,Cake,4.0
13/03/2017 12:03:25,segunda,12:03:25,8079,Coffee,1.5
13/03/2017 12:05:56,segunda,12:05:56,8080,Baguette,3.0
13/03/2017 12:12:25,segunda,12:12:25,8081,Baguette,3.0
13/03/2017 12:12:25,segunda,12:12:25,8081,Scone,2.5
13/03/2017 12:14:46,segunda,12:14:46,8082,Coffee,1.5
13/03/2017 12:24:38,segunda,12:24:38,8083,Coffee,1.5
13/03/2017 12:24:38,segunda,12:24:38,8083,Coffee,1.5
13/03/2017 12:24:38,segunda,12:24:38,8083,Pastry,3.0
13/03/2017 12:24:38,segunda,12:24:38,8083,Pastry,3.0
13/03/2017 12:31:00,segunda,12:31:00,8084,Coffee,1.5
13/03/2017 12:31:00,segunda,12:31:00,8084,Pastry,3.0
13/03/2017 12:49:30,segunda,12:49:30,8085,Pastry,3.0
13/03/2017 12:51:15,segunda,12:51:15,8086,Bread,2.0
13/03/2017 13:03:59,segunda,13:03:59,8087,Pastry,3.0
13/03/2017 13:03:59,segunda,13:03:59,8087,Pastry,3.0
13/03/2017 13:03:59,segunda,13:03:59,8087,Coffee,1.5
13/03/2017 13:14:10,segunda,13:14:10,8088,Tea,1.5
13/03/2017 13:14:10,segunda,13:14:10,8088,Bread,2.0
13/03/2017 13:20:14,segunda,13:20:14,8089,Baguette,3.0
13/03/2017 13:20:14,segunda,13:20:14,8089,Coffee,1.5
13/03/2017 13:45:09,segunda,13:45:09,8090,Bread,2.0
13/03/2017 13:48:38,segunda,13:48:38,8091,Truffles,3.6
13/03/2017 13:48:38,segunda,13:48:38,8091,Tea,1.5
13/03/2017 13:48:38,segunda,13:48:38,8091,Soup,4.0
13/03/2017 13:48:38,segunda,13:48:38,8091,Salad,8.2
13/03/2017 13:48:38,segunda,13:48:38,8091,Cookies,1.5
13/03/2017 13:48:38,segunda,13:48:38,8091,Bread,2.0
13/03/2017 13:49:47,segunda,13:49:47,8092,Soup,4.0
13/03/2017 14:03:20,segunda,14:03:20,8093,Coffee,1.5
13/03/2017 14:03:20,segunda,14:03:20,8093,Soup,4.0
13/03/2017 14:03:20,segunda,14:03:20,8093,Afternoon with the baker,4.5
13/03/2017 14:04:18,segunda,14:04:18,8094,Coffee,1.5
13/03/2017 14:04:18,segunda,14:04:18,8094,Afternoon with the baker,4.5
13/03/2017 14:04:18,segunda,14:04:18,8094,Spanish Brunch,12.5
13/03/2017 14:11:55,segunda,14:11:55,8095,Sandwich,6.0
13/03/2017 14:12:07,segunda,14:12:07,8096,Coffee,1.5
13/03/2017 14:14:36,segunda,14:14:36,8097,Sandwich,6.0
13/03/2017 14:14:36,segunda,14:14:36,8097,Coffee,1.5
13/03/2017 14:27:03,segunda,14:27:03,8098,Sandwich,6.0
13/03/2017 14:27:03,segunda,14:27:03,8098,Coffee,1.5
13/03/2017 14:27:38,segunda,14:27:38,8099,Coffee,1.5
13/03/2017 14:27:38,segunda,14:27:38,8099,Sandwich,6.0
13/03/2017 14:46:20,segunda,14:46:20,8100,Salad,8.2
13/03/2017 14:46:20,segunda,14:46:20,8100,Tea,1.5
13/03/2017 14:46:52,segunda,14:46:52,8101,Juice,3.75
13/03/2017 15:37:53,segunda,15:37:53,8102,Sandwich,6.0
13/03/2017 15:39:26,segunda,15:39:26,8103,Tea,1.5
13/03/2017 15:39:26,segunda,15:39:26,8103,Coffee,1.5
13/03/2017 15:39:26,segunda,15:39:26,8103,Hot chocolate,2.5
13/03/2017 15:42:46,segunda,15:42:46,8104,Coffee,1.5
13/03/2017 15:42:46,segunda,15:42:46,8104,Coffee,1.5
13/03/2017 15:42:46,segunda,15:42:46,8104,Soup,4.0
13/03/2017 16:09:55,segunda,16:09:55,8106,Tea,1.5
13/03/2017 16:09:55,segunda,16:09:55,8106,Cake,4.0
13/03/2017 16:17:42,segunda,16:17:42,8107,Cake,4.0
13/03/2017 16:17:42,segunda,16:17:42,8107,Bread,2.0
13/03/2017 16:39:28,segunda,16:39:28,8108,Jammie Dodgers,1.4
13/03/2017 16:39:28,segunda,16:39:28,8108,Cake,4.0
13/03/2017 16:39:28,segunda,16:39:28,8108,Coffee,1.5
13/03/2017 16:39:28,segunda,16:39:28,8108,Coffee,1.5
13/03/2017 17:02:41,segunda,17:02:41,8109,Coffee,1.5
13/03/2017 17:02:41,segunda,17:02:41,8109,Salad,8.2
14/03/2017 08:26:40,terca,08:26:40,8110,Baguette,3.0
14/03/2017 08:31:22,terca,08:31:22,8111,Coffee,1.5
14/03/2017 08:31:22,terca,08:31:22,8111,Jammie Dodgers,1.4
14/03/2017 08:31:22,terca,08:31:22,8111,Pastry,3.0
14/03/2017 09:06:39,terca,09:06:39,8112,Coffee,1.5
14/03/2017 09:06:39,terca,09:06:39,8112,Cookies,1.5
14/03/2017 09:17:46,terca,09:17:46,8113,Coffee,1.5
14/03/2017 09:17:46,terca,09:17:46,8113,Pastry,3.0
14/03/2017 09:17:46,terca,09:17:46,8113,Farm House,2.0
14/03/2017 09:35:18,terca,09:35:18,8114,Bread,2.0
14/03/2017 09:54:38,terca,09:54:38,8115,Coffee,1.5
14/03/2017 10:02:29,terca,10:02:29,8116,Coffee,1.5
14/03/2017 10:02:29,terca,10:02:29,8116,Baguette,3.0
14/03/2017 10:11:34,terca,10:11:34,8117,Coffee,1.5
14/03/2017 10:11:34,terca,10:11:34,8117,Toast,3.7
14/03/2017 10:11:34,terca,10:11:34,8117,Tea,1.5
14/03/2017 10:16:32,terca,10:16:32,8118,Pastry,3.0
14/03/2017 10:24:55,terca,10:24:55,8119,Bread,2.0
14/03/2017 10:57:47,terca,10:57:47,8120,Coffee,1.5
14/03/2017 10:57:47,terca,10:57:47,8120,Coffee,1.5
14/03/2017 10:57:47,terca,10:57:47,8120,Pastry,3.0
14/03/2017 10:58:42,terca,10:58:42,8121,Bread,2.0
14/03/2017 10:58:42,terca,10:58:42,8121,Salad,8.2
14/03/2017 10:59:24,terca,10:59:24,8122,Bread,2.0
14/03/2017 10:59:24,terca,10:59:24,8122,Pastry,3.0
14/03/2017 11:06:15,terca,11:06:15,8123,Coffee,1.5
14/03/2017 11:14:41,terca,11:14:41,8124,Bread,2.0
14/03/2017 11:14:41,terca,11:14:41,8124,Coffee,1.5
14/03/2017 11:14:41,terca,11:14:41,8124,Toast,3.7
14/03/2017 11:30:45,terca,11:30:45,8126,Coffee,1.5
14/03/2017 11:32:24,terca,11:32:24,8127,Coffee,1.5
14/03/2017 11:42:39,terca,11:42:39,8129,Gift voucher,25.0
14/03/2017 11:42:39,terca,11:42:39,8129,Bread,2.0
14/03/2017 11:55:49,terca,11:55:49,8130,Pastry,3.0
14/03/2017 11:55:49,terca,11:55:49,8130,Bread,2.0
14/03/2017 12:24:52,terca,12:24:52,8131,Sandwich,6.0
14/03/2017 12:25:14,terca,12:25:14,8132,Mineral water,1.25
14/03/2017 12:32:10,terca,12:32:10,8133,Coffee,1.5
14/03/2017 12:32:10,terca,12:32:10,8133,Pastry,3.0
14/03/2017 12:35:36,terca,12:35:36,8134,Truffles,3.6
14/03/2017 12:35:36,terca,12:35:36,8134,Chicken Stew,7.4
14/03/2017 12:36:30,terca,12:36:30,8135,Pastry,3.0
14/03/2017 12:47:42,terca,12:47:42,8136,Coffee,1.5
14/03/2017 12:47:42,terca,12:47:42,8136,Jammie Dodgers,1.4
14/03/2017 12:47:42,terca,12:47:42,8136,Sandwich,6.0
14/03/2017 13:29:36,terca,13:29:36,8137,Bread,2.0
14/03/2017 13:29:36,terca,13:29:36,8137,Cookies,1.5
14/03/2017 13:43:47,terca,13:43:47,8138,Tea,1.5
14/03/2017 13:43:47,terca,13:43:47,8138,Coffee,1.5
14/03/2017 13:43:47,terca,13:43:47,8138,Medialuna,3.0
14/03/2017 13:51:53,terca,13:51:53,8140,Chicken Stew,7.4
14/03/2017 13:53:07,terca,13:53:07,8141,Coffee,1.5
14/03/2017 14:23:44,terca,14:23:44,8142,Tea,1.5
14/03/2017 14:23:44,terca,14:23:44,8142,Juice,3.75
14/03/2017 14:23:44,terca,14:23:44,8142,Sandwich,6.0
14/03/2017 14:23:44,terca,14:23:44,8142,Chicken Stew,7.4
14/03/2017 14:30:47,terca,14:30:47,8143,Tea,1.5
14/03/2017 14:30:47,terca,14:30:47,8143,Tea,1.5
14/03/2017 14:35:06,terca,14:35:06,8144,Bread,2.0
14/03/2017 14:35:06,terca,14:35:06,8144,Sandwich,6.0
14/03/2017 14:35:06,terca,14:35:06,8144,Cake,4.0
14/03/2017 14:49:03,terca,14:49:03,8145,Coffee,1.5
14/03/2017 14:49:03,terca,14:49:03,8145,Muffin,1.75
14/03/2017 15:25:53,terca,15:25:53,8146,Coffee,1.5
14/03/2017 15:25:53,terca,15:25:53,8146,Juice,3.75
14/03/2017 15:25:53,terca,15:25:53,8146,Bakewell,3.7
14/03/2017 15:29:13,terca,15:29:13,8147,Cake,4.0
14/03/2017 15:29:13,terca,15:29:13,8147,Cookies,1.5
14/03/2017 15:29:13,terca,15:29:13,8147,Juice,3.75
14/03/2017 15:29:13,terca,15:29:13,8147,Cookies,1.5
14/03/2017 15:33:43,terca,15:33:43,8148,Soup,4.0
14/03/2017 15:33:43,terca,15:33:43,8148,Chicken Stew,7.4
14/03/2017 15:35:56,terca,15:35:56,8149,Coffee,1.5
14/03/2017 15:35:56,terca,15:35:56,8149,Bakewell,3.7
14/03/2017 15:41:14,terca,15:41:14,8150,Juice,3.75
14/03/2017 15:41:14,terca,15:41:14,8150,Coffee,1.5
14/03/2017 15:46:24,terca,15:46:24,8151,Coffee,1.5
14/03/2017 15:46:24,terca,15:46:24,8151,Bread,2.0
14/03/2017 15:55:13,terca,15:55:13,8152,Tea,1.5
14/03/2017 15:55:13,terca,15:55:13,8152,Bread,2.0
14/03/2017 15:55:36,terca,15:55:36,8153,Bakewell,3.7
14/03/2017 15:55:36,terca,15:55:36,8153,Tea,1.5
14/03/2017 16:11:06,terca,16:11:06,8154,Coffee,1.5
14/03/2017 16:11:06,terca,16:11:06,8154,Coffee,1.5
14/03/2017 16:11:06,terca,16:11:06,8154,Cake,4.0
14/03/2017 16:19:16,terca,16:19:16,8155,Coffee,1.5
14/03/2017 16:19:16,terca,16:19:16,8155,Coffee,1.5
14/03/2017 16:19:16,terca,16:19:16,8155,Bakewell,3.7
14/03/2017 16:26:43,terca,16:26:43,8156,Coffee,1.5
14/03/2017 16:26:43,terca,16:26:43,8156,Juice,3.75
14/03/2017 16:26:43,terca,16:26:43,8156,Cookies,1.5
14/03/2017 16:26:43,terca,16:26:43,8156,Cake,4.0
14/03/2017 16:46:14,terca,16:46:14,8157,Hot chocolate,2.5
14/03/2017 16:46:14,terca,16:46:14,8157,Coffee,1.5
14/03/2017 16:46:14,terca,16:46:14,8157,Sandwich,6.0
14/03/2017 16:46:14,terca,16:46:14,8157,Cake,4.0
14/03/2017 17:33:43,terca,17:33:43,8159,Medialuna,3.0
14/03/2017 17:38:40,terca,17:38:40,8160,Bread,2.0
14/03/2017 17:49:26,terca,17:49:26,8161,Cake,4.0
14/03/2017 17:49:26,terca,17:49:26,8161,Cake,4.0
14/03/2017 17:49:26,terca,17:49:26,8161,Cookies,1.5
14/03/2017 17:49:26,terca,17:49:26,8161,Jammie Dodgers,1.4
14/03/2017 17:49:26,terca,17:49:26,8161,Vegan Feast,15.0
15/03/2017 08:57:07,quarta,08:57:07,8162,Bread,2.0
15/03/2017 08:58:56,quarta,08:58:56,8163,Coffee,1.5
15/03/2017 09:02:33,quarta,09:02:33,8164,Coffee,1.5
15/03/2017 09:08:58,quarta,09:08:58,8165,Bread,2.0
15/03/2017 09:08:58,quarta,09:08:58,8165,Baguette,3.0
15/03/2017 09:12:46,quarta,09:12:46,8166,Bread,2.0
15/03/2017 09:12:46,quarta,09:12:46,8166,Coffee,1.5
15/03/2017 09:12:46,quarta,09:12:46,8166,Pastry,3.0
15/03/2017 09:20:37,quarta,09:20:37,8167,Pastry,3.0
15/03/2017 09:20:37,quarta,09:20:37,8167,Coffee,1.5
15/03/2017 09:44:29,quarta,09:44:29,8169,Bread,2.0
15/03/2017 09:50:20,quarta,09:50:20,8170,Bread,2.0
15/03/2017 10:04:43,quarta,10:04:43,8171,Cake,4.0
15/03/2017 10:04:43,quarta,10:04:43,8171,Pastry,3.0
15/03/2017 10:06:45,quarta,10:06:45,8172,Toast,3.7
15/03/2017 10:11:24,quarta,10:11:24,8173,Hot chocolate,2.5
15/03/2017 10:57:50,quarta,10:57:50,8174,Coffee,1.5
15/03/2017 11:13:19,quarta,11:13:19,8175,Coffee,1.5
15/03/2017 11:13:19,quarta,11:13:19,8175,Coffee,1.5
15/03/2017 11:13:19,quarta,11:13:19,8175,Sandwich,6.0
15/03/2017 11:14:11,quarta,11:14:11,8176,Coffee,1.5
15/03/2017 11:14:11,quarta,11:14:11,8176,Cookies,1.5
15/03/2017 11:33:38,quarta,11:33:38,8177,Coffee,1.5
15/03/2017 11:33:38,quarta,11:33:38,8177,Cake,4.0
15/03/2017 11:38:43,quarta,11:38:43,8178,Bread,2.0
15/03/2017 11:44:25,quarta,11:44:25,8179,Bread,2.0
15/03/2017 11:47:52,quarta,11:47:52,8180,Bread,2.0
15/03/2017 11:47:52,quarta,11:47:52,8180,Jam,2.0
15/03/2017 11:47:52,quarta,11:47:52,8180,Christmas common,1.0
15/03/2017 11:52:15,quarta,11:52:15,8181,Coffee,1.5
15/03/2017 11:52:15,quarta,11:52:15,8181,Coffee,1.5
15/03/2017 11:56:09,quarta,11:56:09,8182,Coke,1.25
15/03/2017 11:56:09,quarta,11:56:09,8182,Salad,8.2
15/03/2017 11:56:26,quarta,11:56:26,8183,Extra Salami or Feta,1.2
15/03/2017 12:03:37,quarta,12:03:37,8184,Cookies,1.5
15/03/2017 12:32:36,quarta,12:32:36,8185,Cake,4.0
15/03/2017 12:36:22,quarta,12:36:22,8186,Truffles,3.6
15/03/2017 12:36:22,quarta,12:36:22,8186,Pastry,3.0
15/03/2017 12:38:09,quarta,12:38:09,8187,Cookies,1.5
15/03/2017 12:38:09,quarta,12:38:09,8187,Baguette,3.0
15/03/2017 12:58:42,quarta,12:58:42,8188,Coffee,1.5
15/03/2017 13:32:56,quarta,13:32:56,8189,Brownie,3.3
15/03/2017 14:09:54,quarta,14:09:54,8190,Coffee,1.5
15/03/2017 14:09:54,quarta,14:09:54,8190,Toast,3.7
15/03/2017 14:20:02,quarta,14:20:02,8191,Tea,1.5
15/03/2017 14:20:02,quarta,14:20:02,8191,Tea,1.5
15/03/2017 14:20:02,quarta,14:20:02,8191,Cookies,1.5
15/03/2017 14:20:02,quarta,14:20:02,8191,Pastry,3.0
15/03/2017 14:25:07,quarta,14:25:07,8192,Coke,1.25
15/03/2017 14:34:16,quarta,14:34:16,8193,Brownie,3.3
15/03/2017 14:34:16,quarta,14:34:16,8193,Coffee,1.5
15/03/2017 14:36:57,quarta,14:36:57,8194,Coffee,1.5
15/03/2017 14:36:57,quarta,14:36:57,8194,Cake,4.0
15/03/2017 14:38:50,quarta,14:38:50,8195,Sandwich,6.0
15/03/2017 14:38:50,quarta,14:38:50,8195,Truffles,3.6
15/03/2017 14:38:50,quarta,14:38:50,8195,Cake,4.0
15/03/2017 14:55:37,quarta,14:55:37,8196,Cake,4.0
15/03/2017 14:55:37,quarta,14:55:37,8196,Bakewell,3.7
15/03/2017 14:55:37,quarta,14:55:37,8196,Tea,1.5
15/03/2017 14:55:37,quarta,14:55:37,8196,Coffee,1.5
15/03/2017 15:15:17,quarta,15:15:17,8197,Cake,4.0
15/03/2017 15:15:17,quarta,15:15:17,8197,Pastry,3.0
15/03/2017 15:15:17,quarta,15:15:17,8197,Hot chocolate,2.5
15/03/2017 15:15:17,quarta,15:15:17,8197,Coffee,1.5
15/03/2017 15:29:22,quarta,15:29:22,8198,Brownie,3.3
15/03/2017 16:08:52,quarta,16:08:52,8199,Coffee,1.5
15/03/2017 16:08:52,quarta,16:08:52,8199,Scone,2.5
15/03/2017 16:26:31,quarta,16:26:31,8200,Cake,4.0
15/03/2017 16:26:31,quarta,16:26:31,8200,Baguette,3.0
15/03/2017 16:27:37,quarta,16:27:37,8201,Coffee,1.5
15/03/2017 16:27:37,quarta,16:27:37,8201,Tea,1.5
15/03/2017 16:30:12,quarta,16:30:12,8202,Coffee,1.5
15/03/2017 16:30:12,quarta,16:30:12,8202,Bread,2.0
15/03/2017 16:30:12,quarta,16:30:12,8202,Cake,4.0
15/03/2017 16:30:12,quarta,16:30:12,8202,Bread,2.0
15/03/2017 16:30:32,quarta,16:30:32,8203,Bread,2.0
15/03/2017 16:40:25,quarta,16:40:25,8204,Bread,2.0
15/03/2017 16:41:21,quarta,16:41:21,8205,Coffee,1.5
15/03/2017 16:41:21,quarta,16:41:21,8205,Scone,2.5
15/03/2017 16:42:22,quarta,16:42:22,8206,Bread,2.0
15/03/2017 16:42:22,quarta,16:42:22,8206,Coffee,1.5
15/03/2017 16:42:22,quarta,16:42:22,8206,Coffee,1.5
15/03/2017 17:10:29,quarta,17:10:29,8207,Juice,3.75
15/03/2017 17:10:29,quarta,17:10:29,8207,Coffee,1.5
15/03/2017 17:10:29,quarta,17:10:29,8207,Cake,4.0
15/03/2017 17:12:23,quarta,17:12:23,8208,Coffee,1.5
15/03/2017 17:12:23,quarta,17:12:23,8208,Brownie,3.3
16/03/2017 08:04:56,quinta,08:04:56,8209,Baguette,3.0
16/03/2017 08:04:56,quinta,08:04:56,8209,Cookies,1.5
16/03/2017 08:10:27,quinta,08:10:27,8210,Medialuna,3.0
16/03/2017 08:10:27,quinta,08:10:27,8210,Bread,2.0
16/03/2017 08:10:27,quinta,08:10:27,8210,Bread,2.0
16/03/2017 08:10:27,quinta,08:10:27,8210,Coffee,1.5
16/03/2017 08:10:27,quinta,08:10:27,8210,Mineral water,1.25
16/03/2017 08:28:29,quinta,08:28:29,8211,Coffee,1.5
16/03/2017 08:28:29,quinta,08:28:29,8211,Cookies,1.5
